Total_Active_Power,Total_Reac_Power
1290.692451,244.0807273
1357.862256,262.8086301
1472.081516,287.0473719
1853.304865,468.427644
2171.313009,571.3280578
2229.198554,634.517077
2203.222666,607.4184515
2217.833926,610.7301527
2165.178099,573.3272696
2087.311031,527.5308789
2036.225545,457.2975942
2027.55398,555.7996831
2057.903142,536.7813573
2038.649523,453.410622
2110.597752,488.8361428
2065.995488,551.162786
2006.963035,524.2973293
1962.537311,488.3188847
1850.786436,467.9682075
1629.277029,386.607353
1424.647091,286.8912614
1354.786786,286.7670408
1339.430803,268.1968096
1330.921046,264.1323831
1359.278711,279.7211053
1412.162453,275.3750524
1503.458214,325.6972675
1877.260605,471.0136394
2240.218529,672.2037479
2308.465123,542.7294066
2298.825328,603.33259
2313.473059,568.4481056
2304.472629,549.7727447
2169.161162,557.6825699
2200.620122,609.5967493
2189.061201,578.3642851
2166.26091,559.3428835
2078.433245,527.106166
2106.137559,510.2599899
2029.591257,475.3011828
1996.096499,477.3735127
1861.658251,409.6442855
1766.766785,423.2750042
1598.615839,362.8547204
1403.214096,279.0752598
1321.171671,232.8440961
1281.090905,209.9251026
1262.036011,227.9226759
1294.267567,282.1400351
1268.7315,247.2700634
1316.692264,233.5369868
1423.384248,276.8461422
1614.462672,334.7292733
1817.307642,403.5508544
1895.828564,420.1982945
1894.856826,412.1908998
1913.854892,420.2781972
1834.607157,412.3029003
1712.612354,390.3619352
1645.129146,302.8784152
1649.522275,319.8815191
1717.677525,353.6225484
1794.574795,436.639394
1830.99134,390.866512
1755.876373,409.402243
1726.753644,396.8380147
1681.171997,354.0335098
1498.359012,278.823935
1318.264553,273.6329464
1275.762785,234.8577366
1226.088506,216.6616548
1221.830141,192.3351394
1216.003416,223.3786744
1246.185508,235.4162197
1268.595587,242.6935591
1394.344974,253.5427475
1481.298348,292.2897921
1687.179077,375.4630497
1710.1785,358.6870346
1749.503744,396.979253
1728.896257,386.3473907
1713.81568,362.1336113
1670.714069,344.0195149
1617.905258,315.4883608
1585.613948,347.0080646
1655.673019,360.4641037
1900.718673,464.2745761
1861.217488,427.6630038
1825.819716,424.5468436
1722.823309,388.3676912
1625.074504,361.1491302
1412.474278,270.745761
1250.212169,204.9836939
1151.154718,195.1360832
1103.609534,167.3334282
1086.7405,192.8853491
1122.549252,171.4385129
1165.254358,178.1288724
1244.112088,233.5382965
1540.182556,334.1089088
1790.340412,482.849427
1802.452102,447.2839142
1911.208289,476.4693986
2004.854102,495.9841535
2036.911082,527.2007282
2014.797217,529.7986802
1965.13748,490.5394817
1928.081751,476.8030166
1934.933518,501.7930271
1881.653209,420.7261312
1959.44346,476.326424
1862.949899,455.3086779
1749.203026,438.4892676
1609.481464,376.9009971
1517.366041,323.3458442
1333.565347,262.4815589
1164.688836,180.281501
1079.957213,173.3469261
1051.612344,148.8027
1054.08895,133.9152719
1083.005109,182.8465745
1122.732034,190.2731775
1225.642553,203.2992728
1539.763362,301.8249161
1819.372439,487.0408817
1854.387133,541.5436533
1846.514538,462.0557519
1932.649077,523.4165289
1961.834794,573.9355419
1921.828779,494.6619482
1892.45177,458.4394471
1876.254439,439.7651455
1831.32608,471.2122296
1850.010451,422.4457818
1853.813633,479.8461118
1832.302444,464.1132601
1737.995886,403.3373426
1626.984202,330.7954049
1521.844798,303.730845
1333.833996,282.2218247
1155.571995,219.3256341
1106.700891,193.3134143
1074.199133,175.4824845
1057.048171,117.9858689
1082.074583,153.1096438
1144.594838,197.3934143
1250.262,250.2644458
1599.631062,351.0831396
1890.202351,501.4513145
1838.084632,519.5035665
1791.755008,392.0958454
1811.210005,471.8237066
1812.081717,450.0179939
1704.524663,420.5567653
1669.041807,435.1984252
1683.230356,390.9093073
1658.553898,416.439929
1643.832138,391.5938535
1729.175114,461.7803829
1736.166781,380.0265514
1627.701212,380.6497864
1573.691147,339.1455797
1442.011211,299.5643949
1280.894477,230.653367
1091.953992,171.1690417
1044.022007,159.6196286
1015.28782,159.1782366
990.3037256,155.7556495
1027.828972,136.1261947
1085.867897,174.5272195
1188.649899,198.7975587
1613.111064,367.190133
1946.237056,515.8951403
2014.638016,524.6899671
1974.654306,552.2629498
1966.254497,529.5954803
1935.005328,472.0485623
1897.462553,441.5179254
1926.593796,461.3023548
1840.530064,489.7132858
1853.621277,356.1415691
1819.857052,447.0727196
1847.16763,384.3059226
1730.216848,387.0924798
1677.375514,343.7855919
1621.457626,349.0254674
1510.011057,303.8529717
1290.043686,244.682218
1110.02405,176.2847692
1033.671406,149.837965
1013.323381,165.5525335
984.3341531,113.5472296
999.9827309,114.9286004
1071.477348,163.4489197
1216.594234,253.5524051
1561.655092,255.7828711
1890.012126,460.5674955
1989.131717,486.1397631
1990.414685,498.0214819
1999.656252,516.4234176
1988.099345,502.560045
1911.083779,449.2330134
1954.968327,455.9282853
1865.977902,401.5948289
1863.225774,473.8527531
1822.730234,405.199071
1763.61892,397.8529427
1660.218691,392.7927403
1607.944153,328.0045805
1522.133452,327.1259321
1441.045725,232.7186913
1251.395556,227.5079033
1113.822788,173.6893206
1048.455157,153.585205
999.8397895,154.2871645
992.9782059,135.8393669
975.1012053,107.2586576
997.3015253,127.5872367
1060.025434,145.9213478
1176.988105,180.8737642
1351.909458,268.894109
1611.376356,314.9881008
1674.859845,357.2302639
1721.536088,384.2408804
1652.028433,346.1807694
1614.216612,375.3302212
1551.964723,278.2724492
1498.805503,290.5658742
1550.790848,295.0289503
1606.531159,321.6262553
1609.02127,324.536294
1572.507223,317.2997519
1533.830762,296.9724044
1481.262942,312.2518463
1455.598008,294.786377
1284.15036,267.295905
1190.789846,188.8714072
1076.938903,161.5812073
1037.036873,147.2817683
1020.358675,137.76905
1028.900023,117.6441176
1017.686941,128.5997438
1053.767769,144.1528198
1146.463906,154.3013507
1274.328205,236.8280834
1492.628215,317.6657959
1584.219277,290.7942297
1670.688492,310.2852118
1731.740977,372.1908455
1732.016771,386.6955196
1630.083292,355.7088351
1635.88076,361.5098894
1623.194542,347.2289931
1645.574864,330.4047207
1738.024846,359.4972469
1734.705444,398.3205224
1726.5668,347.5956971
1603.402057,333.2318937
1524.206336,319.9683327
1351.327491,273.3224674
1144.882983,186.571561
1038.433463,132.8598284
997.682767,128.6360198
992.6980578,129.8187242
1029.444822,148.5263569
1072.771776,175.2751328
1199.28448,189.4432745
1583.957798,295.2580769
1975.46291,537.8671447
1943.964648,566.0123027
1917.586087,520.5037431
1953.236502,540.071564
1971.693517,565.0787413
1948.9271,480.678995
1987.184397,511.9377257
1883.141264,499.0140841
1860.808447,492.73248
1773.466184,436.1351809
1825.823237,434.5227971
1808.201854,445.4537782
1712.288104,450.86858
1599.548736,384.6567989
1491.672607,339.4207061
1322.326313,257.6622228
1134.826615,201.4952722
1038.668268,167.3742033
996.5341814,150.255312
994.1096101,148.1194853
1045.023469,142.8134755
1078.077331,190.8277557
1195.273759,207.3159225
1568.494254,334.012478
1913.315806,439.7283016
1942.767412,555.3096103
1867.526678,446.6957798
1914.682932,494.216074
1913.382368,565.3573838
1856.799098,496.6244407
1862.526464,490.9029479
1872.719058,504.9168625
1864.514119,418.9822862
1846.021304,454.5526928
1832.278801,455.1270185
1818.210145,418.8311409
1748.566465,393.1405784
1615.906232,378.8092334
1528.062042,346.1746226
1349.001733,277.2691699
1178.767283,191.4846532
1086.49237,149.6382365
1064.985495,173.6905852
1038.808432,149.3641856
1035.860907,126.5185811
1106.765498,169.1640145
1191.677996,215.8332107
1414.361725,242.7815504
1691.268843,361.9510194
1887.729985,455.5638669
1943.72434,444.0274576
2034.349554,500.7783342
2068.945058,531.961442
2030.639413,470.1806196
2007.695459,517.0023751
1961.782002,470.3966239
1850.522811,465.7410968
1806.915506,399.3622724
1912.956352,420.0166012
1944.755405,443.2151211
1834.423634,420.686851
1766.225629,400.3620341
1643.210861,334.4215398
1414.094437,269.0282672
1212.491648,243.8736442
1161.306991,206.3852566
1119.069523,201.513269
1092.42315,174.0490295
1102.901056,170.4066962
1148.663994,184.9635838
1291.475669,190.553352
1627.351021,342.7624589
1892.035636,450.8704001
1981.123287,432.3784017
2060.491961,528.3562654
2047.004087,499.0055805
2001.854354,492.1111683
1962.586265,433.1491923
1938.836164,499.6268788
1874.402817,429.497061
1897.020376,471.6401865
1886.736051,417.0239115
1925.283941,443.9343395
1853.019492,410.2539586
1762.532318,405.7521996
1684.82319,365.8862271
1593.592005,319.7441617
1382.762399,249.4616287
1220.101204,202.2537868
1144.535114,204.0329731
1134.29034,190.6805526
1108.521814,173.7133683
1125.543634,158.1825546
1192.181423,188.9469957
1307.657031,241.5325584
1701.442101,420.0122742
2055.702571,493.0594747
2090.261843,448.5292877
2017.054224,555.1508055
2036.08799,533.3077363
1981.899807,581.8076486
1881.609579,465.5744604
1876.566776,510.4308788
1813.848748,460.9828989
1705.540422,388.031513
1669.135604,341.0800308
1752.335668,403.330212
1702.681517,345.046776
1678.725959,362.1917344
1621.203376,355.2054566
1538.406108,298.8244954
1370.636577,275.0703141
1201.084665,190.2072455
1162.232871,192.033708
1117.475082,195.5495039
1099.878631,138.3337471
1121.565192,185.5766871
1167.78759,220.2764731
1187.771274,203.415306
1299.272316,229.7874664
1443.833921,321.2431366
1659.304599,359.3215567
1705.242547,360.5558453
1763.035898,398.4835932
1776.826791,360.8032699
1677.037945,380.6309158
1585.072486,314.0870692
1574.330242,312.5147031
1601.705777,340.8402078
1609.455578,333.7660284
1615.441576,335.7119635
1705.058368,390.5538137
1588.686898,323.2240174
1545.190114,331.3117762
1483.954473,326.5610203
1319.22198,260.4139324
1195.846962,209.4142697
1106.193767,176.5427594
1075.474315,139.8808643
1060.146427,163.8733845
1079.855069,152.7139283
1078.067694,144.9301877
1097.280999,148.5874423
1207.019063,224.6298662
1361.67256,268.0864017
1542.472004,313.676632
1614.307297,319.5430306
1678.384864,360.1923739
1710.640138,370.3785806
1644.990034,331.8578785
1621.601257,301.6637119
1550.491046,306.7549324
1529.070437,288.9119198
1578.40997,322.6242647
1759.852805,365.9999159
1838.153247,396.3786483
1796.500922,393.1970723
1713.468449,358.4937869
1625.21009,318.1798836
1378.262869,238.2312933
1194.589527,168.5765161
1138.038122,189.1507735
1074.43542,159.1563442
1070.552384,180.8433956
1108.153859,181.5698665
1169.314631,171.1505886
1281.630223,229.2213038
1665.779452,418.077544
1985.36873,535.7779614
1928.262041,475.3712356
1912.765514,450.8293354
1933.404197,575.0503769
1885.638897,403.2749424
1788.431131,431.6444882
1786.585149,405.0119628
1723.398013,450.9583054
1690.492207,389.1970218
1642.095651,361.1436406
1670.155944,402.2802152
1713.017267,432.5580316
1593.644156,353.1806929
1539.393791,383.6783082
1430.957878,265.6262601
1273.400478,227.0440036
1090.172782,144.9724853
1023.235157,145.2001052
1004.857393,119.4905686
981.2933884,143.7568831
1015.246616,149.613658
1078.356169,181.1514961
1184.049693,218.8562271
1564.749439,326.3358812
1918.998379,498.4212254
1896.734733,533.1337427
1772.467889,474.748777
1793.349209,487.2307484
1803.552075,550.563226
1792.051249,502.7316426
1768.206602,448.1830297
1708.815164,522.0882908
1726.671838,427.4140079
1703.025077,417.8345822
1722.09523,445.7722176
1743.683809,417.0283173
1676.162345,422.4841817
1612.105402,377.4730875
1536.583228,337.6475856
1293.625597,216.3195304
1112.363459,161.2801383
1021.228655,130.7364465
1025.616439,140.4005518
1017.220599,142.5742108
1035.71991,159.3990718
1114.803507,163.4840388
1291.49943,246.94641
1651.183818,351.9256098
1981.382354,458.735096
2006.986592,531.1390045
1973.57233,460.6873174
1990.097029,488.7853959
2003.407512,522.5684198
1921.6658,449.7333306
1919.860812,472.7948537
1907.088934,492.2316017
1903.42535,428.5183853
1902.969565,383.5419854
1934.70851,412.170148
1939.833168,462.9259844
1885.027687,460.4412995
1757.325285,403.9231737
1642.665671,359.3348757
1423.201343,279.588652
1252.746698,218.5363891
1200.498327,208.494253
1178.23049,185.0192222
1173.791044,174.9765893
1188.486941,232.6491698
1260.621529,207.5678744
1383.859357,248.5566319
1756.111309,415.9755367
2032.484136,556.8335814
2090.572269,493.7922908
2073.416465,518.074131
2053.988641,501.694588
2026.349679,563.7210064
2054.399444,527.6484077
2034.439482,448.553716
1925.53271,477.4952867
1904.059271,387.7425065
1917.800049,455.1891195
1892.375778,456.2930225
1896.582691,432.8894452
1803.217615,416.2395029
1812.14979,409.9613333
1635.024463,370.7669112
1428.26141,284.3877477
1250.067849,241.4825974
1217.964209,226.5484192
1183.136059,212.5395769
1155.39294,198.4371554
1177.885183,172.6976839
1267.824971,278.270137
1391.67502,258.4201744
1758.96197,409.3673792
2103.431445,662.666816
2160.49165,617.3947692
2042.751163,549.6912794
2031.764071,517.9207866
2022.817553,498.4219839
1954.451202,501.692866
1934.626622,485.1097816
1818.808929,399.6428491
1747.769692,348.1657747
1727.731424,380.4962269
1839.031426,419.2598241
1793.526333,427.8905932
1762.41489,426.1220355
1725.316453,363.521014
1638.44825,368.4783597
1482.66731,283.3761061
1306.137931,239.3815989
1215.543584,198.9759624
1186.00801,207.6068683
1167.02862,224.7411021
1182.614701,198.1032802
1196.159997,215.8695272
1245.311543,239.0046864
1397.417987,259.4572593
1607.030726,383.0636623
1850.488602,418.9411698
1888.989549,460.8809517
1857.135063,420.7306936
1918.482085,403.117815
1683.763518,358.2699706
1616.055007,306.8925003
1497.629676,278.261015
1507.31426,275.0745904
1588.790348,281.735607
1599.020251,319.1323604
1626.534101,311.1149531
1561.710307,335.2882999
1487.879089,291.877865
1458.66183,310.2754941
1284.996431,218.2775028
1150.708788,204.9143148
1088.250935,159.9796772
1050.57611,154.3087823
1044.298111,157.6662288
1058.725787,169.2601785
1114.894048,171.1152157
1143.471376,166.6317059
1316.912407,272.5669788
1401.313042,245.8882803
1595.20433,317.9713217
1665.292417,343.549883
1735.720063,377.0913293
1658.58778,363.0944549
1681.931883,360.3681696
1620.086841,369.8293352
1587.494539,324.7312304
1538.399208,287.5323163
1582.388903,314.8131801
1691.036575,368.8021882
1717.933261,365.1498105
1682.646783,365.3775944
1610.046507,351.2483364
1544.908801,301.3486344
1405.891775,284.4738634
1213.032913,226.0758895
1116.250884,170.2350513
1095.311948,184.8713102
1066.402199,160.5021887
1115.436771,205.1514098
1163.053901,220.2313749
1284.886166,208.3838889
1663.671498,395.528626
1956.97316,500.6419954
1969.343029,593.3759259
1945.082365,523.6264107
1924.576254,487.4886826
1870.315464,474.091755
1799.835145,443.8314127
1798.127229,512.5804007
1731.343636,415.0210936
1657.117145,405.7620435
1637.457561,386.7590873
1699.840122,376.6373077
1714.577781,407.8094655
1620.233004,362.922213
1529.023818,339.2197528
1411.263272,284.7631854
1214.40551,231.7630675
1031.03818,152.4542712
941.9945391,122.5086844
931.4456348,109.8366056
909.2744624,109.1875953
960.9870676,123.1712513
1015.616967,130.2888589
1159.078375,223.0702563
1474.727788,349.7713205
1823.972792,450.4418483
1824.458269,446.5708897
1799.961564,443.8611839
1877.047295,527.3873986
1934.538201,459.2635553
1944.556347,523.7736004
1925.808225,501.5132383
1866.066282,477.8019395
1879.172242,508.5994158
1781.591522,430.0183651
1810.584695,440.584603
1872.273734,474.2369996
1820.122906,448.8360449
1712.466042,389.5181685
1633.467573,381.204127
1410.563462,306.5551343
1275.229453,255.2361017
1206.821056,194.7873602
1185.959198,176.1298829
1194.075108,221.8117563
1206.794587,193.7228616
1267.217987,218.3136342
1399.206512,289.2084592
1766.745809,393.6579924
2083.708199,584.5824114
2138.595409,545.8390557
2147.066947,516.9222762
2107.508413,568.9700599
2036.229911,536.6430958
1984.057123,495.4242544
1955.985843,476.5754831
1897.754457,482.1977327
1896.416678,476.7647787
1871.945317,422.8413479
1959.166324,439.8936754
1937.168301,491.7592878
1873.018604,471.8634787
1786.588138,406.7367621
1653.214409,373.6541672
1423.377396,298.6550516
1252.560186,261.2580432
1208.005109,205.6173453
1195.485161,199.3263438
1184.013678,187.6273497
1233.151982,185.1797569
1299.404549,231.908602
1432.27062,291.6463692
1801.146008,491.0750084
2105.818826,562.3199121
2137.907026,556.1533854
2101.188199,531.8172095
2080.509255,533.6640321
2093.249079,537.4801094
2006.646008,494.8685108
1968.593686,498.4871619
1877.908937,454.1738895
1883.927366,507.8879402
1855.008665,414.4728375
1884.1696,423.0826325
1900.555186,443.4010626
1880.564354,480.7857178
1804.449991,411.1829532
1634.772648,353.2245245
1406.098131,291.9731657
1238.20435,218.2552611
1175.022737,180.5191551
1118.970704,166.9685043
1147.770463,194.326191
1182.634118,202.8268735
1225.573976,241.5006054
1353.428267,275.169428
1741.618472,327.9822326
2047.404132,500.7797178
2041.48542,554.2852357
2028.466212,534.4077678
2015.231141,487.572478
1944.45577,433.5087062
1831.573132,476.0638569
1836.319244,430.4980132
1733.080975,414.5599556
1693.208166,353.2893079
1642.999584,354.7221721
1564.404517,340.8627527
1541.626658,328.9142737
1466.126713,253.0022523
1482.964571,323.7730877
1361.692953,239.5790735
1216.322617,223.5655466
1066.775151,162.7892987
980.1319753,128.0855811
951.329281,115.7640334
938.3530986,127.7525736
959.5652872,123.9918531
973.0166635,136.3374562
1037.943502,137.1266882
1152.121734,168.9884811
1345.219115,243.5800535
1564.47515,295.7262339
1675.230873,362.8822919
1619.885264,314.2996568
1654.544474,347.9571572
1591.384125,316.1613768
1548.284339,319.6067577
1489.746045,278.5989955
1437.713493,252.2114891
1578.695243,288.1949828
1649.931341,353.479382
1562.078725,308.5447861
1484.264846,281.6737708
1390.162666,234.2312534
1385.310249,258.3755025
1203.704932,233.5349108
1072.537445,142.5348688
999.196078,162.173123
948.1994844,117.4646301
939.8788754,101.5714458
961.2762305,133.8654371
972.9015889,119.4196619
1034.644657,147.3163383
1173.776351,189.7322021
1291.669835,196.0783272
1496.770781,283.7404171
1550.791373,296.5997592
1569.811053,304.8619841
1590.284132,324.5933476
1537.725634,287.3747885
1489.599918,279.6143243
1440.080415,262.4069187
1440.592489,258.2256482
1489.18776,237.2654654
1555.926279,288.5910991
1701.191091,374.0671381
1646.506906,353.9481684
1577.026851,361.9975821
1455.741003,282.077078
1264.2417,222.1249431
1092.165444,170.743401
1006.493431,163.1349239
977.8508726,125.0696267
977.6373473,117.5377535
1000.757192,141.5497642
1104.930337,152.3985936
1243.921766,244.1398895
1560.624308,319.5848043
1792.892893,369.4211848
1845.726914,467.8803727
1793.852434,475.5426636
1822.774644,430.3950677
1825.13213,513.3950075
1774.227301,417.8205154
1752.787935,381.5944308
1638.306301,403.324449
1596.755127,356.8310405
1570.585131,318.1242091
1598.816647,340.1995185
1631.649907,384.2518218
1593.523377,347.4573017
1493.831639,308.602494
1380.397313,262.5745869
1211.46271,204.3477338
1014.091442,145.5257935
964.2102681,118.5462632
942.0111661,111.2250531
960.3590749,113.9334253
996.905937,142.2336385
1041.419425,162.3849454
1187.872183,196.306552
1529.022361,326.2639811
1829.523004,512.6746627
1786.4657,509.8300545
1750.724956,504.9380182
1724.828009,402.6200811
1738.291175,444.3991824
1701.106437,451.6210484
1691.881789,476.5385417
1612.181462,346.3002019
1572.794367,403.848508
1522.957859,330.9294327
1533.876422,376.0200501
1558.764761,329.9371365
1604.023013,359.7594965
1568.971067,355.8669151
1428.28855,309.6915633
1237.598437,228.2933029
1105.075277,180.7027298
1015.701808,169.4223247
1000.219576,152.6308093
1002.637446,122.6556945
1033.885155,124.4347055
1085.595044,175.398037
1242.513008,237.7543041
1632.841212,322.94903
1979.156756,495.7231499
1958.43337,495.7747976
1891.402489,502.3607464
1899.825813,481.5691935
1887.265082,522.6809558
1848.140342,477.4835164
1778.175039,449.2636646
1728.371482,417.9102475
1737.422635,405.622233
1723.565453,373.3414027
1759.68909,427.61557
1792.009822,440.5412246
1701.901863,314.318294
1625.22398,331.5134484
1485.914356,312.6960741
1225.333133,225.54057
1080.724505,164.9483604
1034.215386,142.2718106
1001.042206,145.8481312
992.7807027,109.3488943
1026.291037,145.413253
1074.857564,201.4787777
1189.405447,159.5087206
1579.56415,314.7091721
1909.75972,503.2339539
1919.766537,485.2587509
1853.202489,461.6105793
1854.093331,464.7803758
1850.331294,493.3903209
1749.046329,385.9822027
1717.783532,413.3796274
1677.246263,337.0646596
1673.392346,351.9421724
1540.72592,284.5762563
1573.547765,311.7907522
1656.295091,334.0765599
1615.661674,350.1289454
1492.750579,314.3682802
1380.375302,245.5943535
1130.463463,185.2422127
969.5638939,125.6910137
918.4303785,115.1067301
903.9920984,108.5971293
902.4389232,96.63470851
950.003803,111.392023
1002.774871,158.0260698
1147.499681,180.6908878
1485.211617,325.4773975
1811.190853,472.3361534
1858.01671,403.9124556
1802.676013,436.3527747
1766.987029,443.1674874
1712.145836,355.351486
1669.496377,380.7107615
1661.240119,411.6523843
1563.351924,319.8657651
1526.708544,345.6962393
1479.985595,332.54251
1434.810336,266.5412513
1469.676833,256.2561072
1443.39844,267.5687647
1386.238186,264.0792164
1280.264194,243.8138875
1112.28817,190.7099791
960.5924871,98.85218374
917.8627097,103.3874455
916.495593,91.07663457
885.85783,107.8904098
886.3999663,86.43806309
912.0276027,113.2820479
986.2862274,130.6476978
1057.177298,149.9774069
1261.579668,219.4718373
1504.318325,289.7473107
1501.481123,313.3057161
1522.80046,310.3331302
1536.420792,307.9460019
1406.886715,277.1951446
1332.69268,226.8095146
1269.257488,170.5741539
1294.425581,202.3683104
1359.225746,217.630605
1379.980423,242.0371433
1405.545528,282.8858702
1389.809335,258.8673101
1316.240316,274.3327267
